@relation 'TrainingData_g6-11-weka.filters.unsupervised.attribute.Remove-V-R16,20,36,45,50,53'

@attribute audio_bathroom {off,little,loud}
@attribute current_vacuumCleaner_livingroom {off,standby,on}
@attribute current_waterHeater_balcony {off,standby,on}
@attribute temperature_bathroom {low,high}
@attribute humidity_bathroom {low,high}
@attribute class {OtherActivity,g6-11}

@data
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
little,off,standby,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,on,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
off,off,standby,low,low,OtherActivity
