@relation 'TrainingData_g2-11-weka.filters.unsupervised.attribute.Remove-V-R5,9,17,31-33,46,52-53'

@attribute PIR_kitchen {off,on}
@attribute light_bedroom {off,on}
@attribute audio_kitchen {off,little,loud}
@attribute current_fridge_kitchen {off,standby,on}
@attribute current_riceCooker_kitchen {off,standby,on}
@attribute current_microwave_kitchen {off,standby,on}
@attribute temperature_kitchen {low,high}
@attribute accelerometer {low,medium,high}
@attribute class {OtherActivity,g2-11}

@data
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,on,low,low,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,on,on,standby,low,medium,OtherActivity
on,off,loud,on,on,on,high,medium,g2-11
on,off,loud,on,on,on,high,medium,g2-11
on,off,loud,on,on,on,high,medium,g2-11
on,off,loud,on,on,on,high,medium,g2-11
on,off,loud,on,on,on,high,medium,g2-11
on,off,loud,on,on,on,high,medium,g2-11
on,off,loud,on,on,on,high,medium,g2-11
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
on,off,off,standby,standby,standby,low,high,OtherActivity
on,off,off,standby,standby,standby,low,high,OtherActivity
on,off,off,standby,standby,standby,low,high,OtherActivity
on,off,off,standby,standby,standby,low,high,OtherActivity
on,off,off,standby,standby,standby,low,high,OtherActivity
on,off,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,high,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,on,standby,standby,low,medium,OtherActivity
off,off,off,on,standby,standby,low,medium,OtherActivity
off,off,off,on,standby,standby,low,medium,OtherActivity
off,off,off,on,standby,standby,low,medium,OtherActivity
off,off,off,on,standby,standby,low,medium,OtherActivity
off,off,off,on,standby,standby,low,medium,OtherActivity
off,off,off,on,standby,standby,low,medium,OtherActivity
off,off,off,standby,on,standby,low,medium,OtherActivity
off,off,off,standby,on,standby,low,medium,OtherActivity
off,off,off,standby,on,standby,low,medium,OtherActivity
off,off,off,standby,on,standby,low,medium,OtherActivity
off,off,off,standby,on,standby,low,medium,OtherActivity
off,off,off,standby,on,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,off,off,standby,standby,standby,low,medium,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
off,on,off,standby,standby,standby,low,low,OtherActivity
